Batch,Instrument,QC Name,Date QC,Analyte,Result
ENBS_250507_BATCH,SCIEX-Gromit,ENBS1,2025-05-07,Tyr,59.0
ENBS_250507_BATCH,SCIEX-Gromit,ENBS2,2025-05-07,Tyr,252.0
ENBS_250507_BATCH,SCIEX-Gromit,ENBS3,2025-05-07,Tyr,937.0
ENBS_250507_BATCH,SCIEX-Gromit,ENBS1,2025-05-07,Tyr,60.0
ENBS_250507_BATCH,SCIEX-Gromit,ENBS2,2025-05-07,Tyr,247.0
ENBS_250507_BATCH,SCIEX-Gromit,ENBS3,2025-05-07,Tyr,1041.0
ENBS_250507_RIEQA,SCIEX-Wallace,ENBS1,2025-05-07,Tyr,57.0
ENBS_250507_RIEQA,SCIEX-Wallace,ENBS2,2025-05-07,Tyr,246.0
ENBS_250507_RIEQA,SCIEX-Wallace,ENBS3,2025-05-07,Tyr,904.0
ENBS_250507_RIEQA,SCIEX-Wallace,ENBS1,2025-05-07,Tyr,58.0
ENBS_250507_RIEQA,SCIEX-Wallace,ENBS2,2025-05-07,Tyr,239.0
ENBS_250507_RIEQA,SCIEX-Wallace,ENBS3,2025-05-07,Tyr,990.0
ENBS_250508_ISCHK,SCIEX-Wallace,ENBS1,2025-05-08,Tyr,63.0
ENBS_250508_ISCHK,SCIEX-Wallace,ENBS2,2025-05-08,Tyr,250.0
ENBS_250508_ISCHK,SCIEX-Wallace,ENBS3,2025-05-08,Tyr,924.0
ENBS_250508_ISCHK,SCIEX-Wallace,ENBS1,2025-05-08,Tyr,66.0
ENBS_250508_ISCHK,SCIEX-Wallace,ENBS2,2025-05-08,Tyr,249.0
ENBS_250508_ISCHK,SCIEX-Wallace,ENBS3,2025-05-08,Tyr,954.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS1,2025-05-08,Tyr,62.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS2,2025-05-08,Tyr,237.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS3,2025-05-08,Tyr,968.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS1,2025-05-08,Tyr,65.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS2,2025-05-08,Tyr,249.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS3,2025-05-08,Tyr,1011.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS1,2025-05-08,Tyr,61.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS2,2025-05-08,Tyr,251.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS3,2025-05-08,Tyr,1082.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS1,2025-05-08,Tyr,58.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS2,2025-05-08,Tyr,256.0
ENBS_250508_BATCH,SCIEX-Wallace,ENBS3,2025-05-08,Tyr,948.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS1,2025-05-09,Tyr,62.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS2,2025-05-09,Tyr,257.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS3,2025-05-09,Tyr,1005.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS1,2025-05-09,Tyr,67.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS2,2025-05-09,Tyr,253.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS3,2025-05-09,Tyr,1012.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS1,2025-05-09,Tyr,64.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS2,2025-05-09,Tyr,257.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS3,2025-05-09,Tyr,1045.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS1,2025-05-09,Tyr,65.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS2,2025-05-09,Tyr,251.0
ENBS_250509_BATCH,SCIEX-Gromit,ENBS3,2025-05-09,Tyr,971.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS1,2025-05-12,Tyr,66.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS2,2025-05-12,Tyr,238.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS3,2025-05-12,Tyr,975.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS1,2025-05-12,Tyr,66.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS2,2025-05-12,Tyr,230.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS3,2025-05-12,Tyr,986.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS1,2025-05-12,Tyr,65.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS2,2025-05-12,Tyr,259.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS3,2025-05-12,Tyr,1021.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS1,2025-05-12,Tyr,68.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS2,2025-05-12,Tyr,250.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS3,2025-05-12,Tyr,993.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS1,2025-05-12,Tyr,68.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS2,2025-05-12,Tyr,244.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS3,2025-05-12,Tyr,938.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS1,2025-05-12,Tyr,69.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS2,2025-05-12,Tyr,250.0
ENBS_250512_BATCH,SCIEX-Wallace,ENBS3,2025-05-12,Tyr,1021.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,79.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,237.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1023.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,70.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,227.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1004.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,74.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,233.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1009.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,72.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,238.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1002.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,67.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,242.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,983.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,72.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,229.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1022.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,70.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,249.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1047.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS1,2025-05-13,Tyr,68.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS2,2025-05-13,Tyr,244.0
ENBS_250513_BATCH,SCIEX-Gromit,ENBS3,2025-05-13,Tyr,1037.0
ENBS_250514_RTEST,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,56.0
ENBS_250514_RTEST,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,229.0
ENBS_250514_RTEST,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,1026.0
ENBS_250514_RTEST,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,58.0
ENBS_250514_RTEST,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,222.0
ENBS_250514_RTEST,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,896.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,67.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,235.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,1018.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,70.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,255.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,978.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,63.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,231.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,999.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,63.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,239.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,1075.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,63.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,254.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,934.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS1,2025-05-14,Tyr,69.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS2,2025-05-14,Tyr,252.0
ENBS_250514_BATCH,SCIEX-Gromit,ENBS3,2025-05-14,Tyr,968.0
ENBS_250515_BATCH,SCIEX-Wallace,ENBS1,2025-05-15,Tyr,61.0
ENBS_250515_BATCH,SCIEX-Wallace,ENBS2,2025-05-15,Tyr,249.0
ENBS_250515_BATCH,SCIEX-Wallace,ENBS3,2025-05-15,Tyr,948.0
ENBS_250515_BATCH,SCIEX-Wallace,ENBS1,2025-05-15,Tyr,62.0
ENBS_250515_BATCH,SCIEX-Wallace,ENBS2,2025-05-15,Tyr,233.0
ENBS_250515_BATCH,SCIEX-Wallace,ENBS3,2025-05-15,Tyr,1003.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS1,2025-05-16,Tyr,72.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS2,2025-05-16,Tyr,255.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS3,2025-05-16,Tyr,1015.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS1,2025-05-16,Tyr,70.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS2,2025-05-16,Tyr,236.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS3,2025-05-16,Tyr,951.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS1,2025-05-16,Tyr,64.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS2,2025-05-16,Tyr,225.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS3,2025-05-16,Tyr,1013.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS1,2025-05-16,Tyr,67.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS2,2025-05-16,Tyr,239.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS3,2025-05-16,Tyr,996.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS1,2025-05-16,Tyr,58.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS2,2025-05-16,Tyr,223.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS3,2025-05-16,Tyr,1070.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS1,2025-05-16,Tyr,61.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS2,2025-05-16,Tyr,236.0
ENBS_250516_BATCH,SCIEX-Gromit,ENBS3,2025-05-16,Tyr,1026.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,63.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,234.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,1002.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,67.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,226.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,975.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,67.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,226.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,986.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,65.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,226.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,958.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,61.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,242.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,939.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,61.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,241.0
ENBS_250519_BATCH,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,985.0
ENBS_250519_ISCHK,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,63.0
ENBS_250519_ISCHK,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,246.0
ENBS_250519_ISCHK,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,944.0
ENBS_250519_ISCHK,SCIEX-Wallace,ENBS1,2025-05-19,Tyr,70.0
ENBS_250519_ISCHK,SCIEX-Wallace,ENBS2,2025-05-19,Tyr,255.0
ENBS_250519_ISCHK,SCIEX-Wallace,ENBS3,2025-05-19,Tyr,960.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,59.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,60.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,256.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,1080.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,62.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,267.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,963.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,64.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,252.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,1039.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,65.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,259.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,1038.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,66.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,236.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,968.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,71.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,222.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,984.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,65.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,240.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,994.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS1,2025-05-20,Tyr,71.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS2,2025-05-20,Tyr,246.0
ENBS_250520_BATCH,SCIEX-Gromit,ENBS3,2025-05-20,Tyr,917.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS1,2025-05-21,Tyr,68.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS2,2025-05-21,Tyr,217.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS3,2025-05-21,Tyr,886.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS1,2025-05-21,Tyr,62.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS2,2025-05-21,Tyr,220.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS3,2025-05-21,Tyr,901.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS1,2025-05-21,Tyr,61.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS2,2025-05-21,Tyr,218.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS3,2025-05-21,Tyr,909.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS1,2025-05-21,Tyr,60.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS2,2025-05-21,Tyr,220.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS3,2025-05-21,Tyr,951.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS1,2025-05-21,Tyr,61.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS2,2025-05-21,Tyr,228.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS3,2025-05-21,Tyr,897.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS1,2025-05-21,Tyr,66.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS2,2025-05-21,Tyr,216.0
ENBS_250521_BATCH,SCIEX-Wallace,ENBS3,2025-05-21,Tyr,907.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS1,2025-05-22,Tyr,71.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS2,2025-05-22,Tyr,235.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS3,2025-05-22,Tyr,958.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS1,2025-05-22,Tyr,67.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS2,2025-05-22,Tyr,225.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS3,2025-05-22,Tyr,1022.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS1,2025-05-22,Tyr,66.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS2,2025-05-22,Tyr,222.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS3,2025-05-22,Tyr,996.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS1,2025-05-22,Tyr,71.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS2,2025-05-22,Tyr,224.0
ENBS_250522_BATCH,SCIEX-Gromit,ENBS3,2025-05-22,Tyr,1037.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS1,2025-05-23,Tyr,66.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS3,2025-05-23,Tyr,969.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS2,2025-05-23,Tyr,247.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS1,2025-05-23,Tyr,62.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS2,2025-05-23,Tyr,244.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS3,2025-05-23,Tyr,947.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS1,2025-05-23,Tyr,67.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS2,2025-05-23,Tyr,238.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS3,2025-05-23,Tyr,860.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS1,2025-05-23,Tyr,65.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS2,2025-05-23,Tyr,214.0
ENBS_250523_BATCH,SCIEX-Wallace,ENBS3,2025-05-23,Tyr,868.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,70.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,231.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,910.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,70.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,229.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,930.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,68.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,239.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,943.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,67.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,237.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,947.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,65.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,230.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,866.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,66.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,240.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,897.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,76.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,219.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,1009.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS1,2025-05-27,Tyr,70.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS2,2025-05-27,Tyr,233.0
ENBS_250527_BATCH,SCIEX-Gromit,ENBS3,2025-05-27,Tyr,946.0
ENBS_250528_RTEST,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,64.0
ENBS_250528_RTEST,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,234.0
ENBS_250528_RTEST,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,949.0
ENBS_250528_RTEST,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,65.0
ENBS_250528_RTEST,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,230.0
ENBS_250528_RTEST,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,917.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,74.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,235.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,947.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,67.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,220.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,1005.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,67.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,238.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,852.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,62.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,236.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,921.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,69.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,231.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,900.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,66.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,249.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,889.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,68.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,236.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,870.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,62.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,247.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,893.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,60.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,237.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,891.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS1,2025-05-28,Tyr,57.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS2,2025-05-28,Tyr,227.0
ENBS_250528_BATCH,SCIEX-Wallace,ENBS3,2025-05-28,Tyr,952.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS1,2025-05-29,Tyr,70.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS2,2025-05-29,Tyr,232.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS3,2025-05-29,Tyr,898.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS1,2025-05-29,Tyr,61.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS2,2025-05-29,Tyr,225.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS3,2025-05-29,Tyr,915.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS1,2025-05-29,Tyr,62.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS2,2025-05-29,Tyr,206.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS3,2025-05-29,Tyr,868.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS1,2025-05-29,Tyr,65.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS2,2025-05-29,Tyr,253.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS3,2025-05-29,Tyr,900.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS1,2025-05-29,Tyr,64.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS2,2025-05-29,Tyr,229.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS3,2025-05-29,Tyr,955.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS1,2025-05-29,Tyr,67.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS2,2025-05-29,Tyr,214.0
ENBS_250529_BATCH,SCIEX-Gromit,ENBS3,2025-05-29,Tyr,914.0
ENBS_250530_ISCHK,SCIEX-Wallace,ENBS1,2025-05-30,Tyr,61.0
